"Classement","Title","Vidéo","Image de couverture","Référence groupe musculaire","Muscle cible","Position de depart","Mouvement","Intensite","Thème","serie","Contre-indication","Vidéos (Title)","Programmes-multireference","ID","Created Date","Updated Date","Owner"
12,"Fente pied arrière banc + haltère","wix:video://v1/bf2cdd_c1d86fbbbf3c46cd81c6dcef07e77391/12.%20Fente%20pied%20arri%C3%A8re%20banc%20+%20halt%C3%A8re%20F%20(1).mp4#posterUri=bf2cdd_c1d86fbbbf3c46cd81c6dcef07e77391f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_959f24b2b29e45e4a0b0d3ac2125a129~mv2.png/12.png#originWidth=2347&originHeight=1309","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Pied avant au sol et pied arrière sur le banc.</p></li>
  <li><p class=""font_8"">Aligner le genou de la jambe avant sous la cheville.</p></li>
  <li><p class=""font_8"">Le genou de la jambe arrière est fléchit et la jambe relâchée.</p></li>
  <li><p class=""font_8"">Haltères aux mains</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Transférer le poids du corps sur la jambe avant.</p></li>
  <li><p class=""font_8"">Descendre en poussant légèrement le fessier vers l’arrière.</p></li>
  <li><p class=""font_8"">Amener l’arrière cuisse de la jambe avant parallèlement au sol au maximum.</p></li>
  <li><p class=""font_8"">Remonter sans bloquer le genou et en maintenant l’axe genou-cheville.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Fente""]","<p class=""font_8""><strong>3x15</strong> répétitions</p>","<p class=""font_8"">genoux</p>","/videos/fente-pied-arri%C3%A8re-banc-%2B-halt%C3%A8re",,"ea612c9d-5bd1-44ae-814a-04845080f8ff",2024-02-12T15:34:08Z,2024-02-16T19:58:01Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
5,"8.5 - Genou sur la poitrine couché au sol stretching","wix:video://v1/796ff8_d510d0714c1b43728248f7891da9e9a6/18.%20Dos%20couch%C3%A9%20sol%20+genoux%20sur%20la%20poitrine%20(1).mp4#posterUri=796ff8_d510d0714c1b43728248f7891da9e9a6f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_e4b9282dbca846108d0e6053f0f5dc23~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.45.51.png#originWidth=2148&originHeight=1188",,"<p class=""font_8"">Grand fessier</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Couché au sol.</p></li>
  <li><p class=""font_8"">Tendre les jambes au sol</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Amener un genou sur le thorax.</p></li>
  <li><p class=""font_8"">Relâcher les épaules.</p></li>
  <li><p class=""font_8"">Gonfler le ventre à chaque inspiration et vider l’air des poumons à chaque expiration.</p></li>
  <li><p class=""font_8"">Faire la même chose avec l’autre côté.</p></li>
</ol>","[""Tout niveau""]",,"<p class=""font_8""><strong>2x 60</strong> secondes</p>","<p class=""font_8"">Aucune</p>","/videos/8.5---genou-sur-la-poitrine-couch%C3%A9-au-sol-stretching","[""a8b64752-a497-46b9-aea7-62757eca9acb""]","eaa7802f-ddd3-4d71-afb9-b8fb9a09f713",2024-02-16T01:18:58Z,2024-02-16T07:56:59Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
75,"Gainage planche mains sur le ballon + pieds banc.","wix:video://v1/bf2cdd_8b1ff4c3cf4f47edb8e0e135f82adb12/75.%20Gainage%20planche%20mains%20ballon%20+%20pieds%20banc%20H%20(1).mp4#posterUri=bf2cdd_8b1ff4c3cf4f47edb8e0e135f82adb12f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_eaa6b77dee55498ebd276631c49af398~mv2.png/75.png#originWidth=2205&originHeight=1132","61628dfe-73ca-4e31-9ee8-f74deca4b3f9","<p class=""font_8"">Transverse, épaule.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Main et épaule alignés en appuie sur le ballon.</p></li>
  <li><p class=""font_8"">Pieds en appui sur le banc.</p></li>
  <li><p class=""font_8"">Tête dans le prolongement de la colonne.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Maintenir la position en contractant un peu les abdominaux.</p></li>
  <li><p class=""font_8"">Maintenir le bassin statique et à la même hauteur durant l’exercice.</p></li>
  <li><p class=""font_8"">Inspirer avec le nez et expirer avec la bouche.</p></li>
</ol>","[""Avancé""]","[""Gainage""]","<p class=""font_8"">2x 30 à 60 secondes.</p>","<p class=""font_8"">problème cardio vasculaire.</p>","/videos/gainage-planche-mains-sur-le-ballon-%2B-pieds-banc.",,"eb862532-a161-4c74-82b0-e6249c2fb770",2024-02-08T10:06:21Z,2024-02-16T19:53:08Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
,,,,,,,,,,,,,,"ebf79a5a-25d1-4f39-9ce9-c53de4e65b01",2024-03-04T21:48:59Z,2024-03-04T21:48:59Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
1,"7.1 - Crunch au sol jambes tendues + ballon cheville","wix:video://v1/796ff8_f7a67104251e449bbc3b332226fea8a0/5.%20Crunch%20au%20sol%20jambes%20tendues%20+%20ballon%20cheville.mp4#posterUri=796ff8_f7a67104251e449bbc3b332226fea8a0f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_e96a8107a0fe46458e3fa868160cc3bb~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.42.27.png#originWidth=2144&originHeight=1192",,"<p class=""font_8"">Droit de l’abdomen</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Couché sur le dos.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
  <li><p class=""font_8"">Tête au sol avec les mains derrière.</p></li>
  <li><p class=""font_8"">Jambes tendues.</p></li>
  <li><p class=""font_8"">Ballon aux chevilles.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Relever le buste, en gardant l’espace d’un point entre le menton et le corps.</p></li>
  <li><p class=""font_8"">Expirez en faisant le mouvement Revenir sans poser la tête au sol.</p></li>
</ol>","[""Tout niveau""]",,"<p class=""font_8""><strong>3x 15</strong> répétitions</p>","<p class=""font_8"">Aucune</p>","/videos/7.1---crunch-au-sol-jambes-tendues-%2B-ballon-cheville","[""c62cc186-ee1f-44f9-82d8-2d53653e237a""]","ec718414-e482-499e-a5bb-1c6eb4ef299c",2024-02-16T01:17:44Z,2024-02-16T08:02:22Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
,,,,,,,,,,,,,,"edcd3972-5007-4efe-9a3d-6499c8eb7833",2024-02-13T18:30:03Z,2024-02-13T18:30:03Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
6,"Fente sol + barre entre les jambes","wix:video://v1/bf2cdd_cb63b4b5f9ab4de48930c1b5666eaadb/6.%20Fente%20avec%20barre%20entre%20jambe%20F%20(1).mp4#posterUri=bf2cdd_cb63b4b5f9ab4de48930c1b5666eaadbf000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_cf8f62f939414d46b5a1a70fe40dd738~mv2.png/6.png#originWidth=2355&originHeight=1316","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Aligner le genou de la jambe avant sous la cheville.</p></li>
  <li><p class=""font_8"">Le genou de la jambe arrière est fléchit et la jambe relâchée.</p></li>
  <li><p class=""font_8"">Positionner la barre entre les deux jambes.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Transférer le poids du corps sur la jambe avant.</p></li>
  <li><p class=""font_8"">Descendre en poussant légèrement le fessier vers l’arrière.</p></li>
  <li><p class=""font_8"">Amener l’arrière cuisse de la jambe avant parallèlement au sol au maximun.</p></li>
  <li><p class=""font_8"">Remonter sans bloquer le genou et en maintenant l’axe genou-cheville.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Fente""]","<p class=""font_8""><strong>3x15</strong> répétitions</p>","<p class=""font_8"">genoux</p>","/videos/fente-sol-%2B-barre-entre-les-jambes",,"edd3a040-a96b-4352-8320-3844c5edf1a5",2024-02-12T15:34:06Z,2024-02-16T19:57:59Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
,,,,,,,,,,,,,,"ef0c954d-8fcf-415b-85f9-42b758389c32",2024-02-14T10:55:07Z,2024-02-14T10:55:07Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
2,"8.2 - Tirage bras tendu en appui sur le ballon","wix:video://v1/796ff8_7a0325b9523a4b3b8a251190f6af88ea/25.%20Tirage%20bras%20tendus%20%C3%A0%20genoux%20en%20appui%20sur%20le%20ballon%20+%202%20bras%20arri%C3%A8re%20-%20Copie.mp4#posterUri=796ff8_7a0325b9523a4b3b8a251190f6af88eaf000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_932edfaff1284b47936380a8fbbf4b18~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.45.20.png#originWidth=2146&originHeight=1198",,"<p class=""font_8"">Grand dorsal, triceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">En appui contre le ballon avec les deux genoux au sol.</p></li>
  <li><p class=""font_8"">Bras tenus le long du corps</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tirer les deux bras vers l’arrière en inspirant.</p></li>
  <li><p class=""font_8"">Revenir lentement en position de départ.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]",,"<p class=""font_8""><strong>2x 12</strong> répétitions</p>","<p class=""font_8"">Aucune</p>","/videos/8.2---tirage-bras-tendu-en-appui-sur-le-ballon","[""a8b64752-a497-46b9-aea7-62757eca9acb""]","ef8a1ff0-4362-4bbf-9ab4-4c7e77438096",2024-02-16T01:18:53Z,2024-02-16T07:57:34Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
37,"Squat avec poids du corps et élastique","wix:video://v1/796ff8_1766acb924774b71b80f5a06cfc63dd1/37.%20Squat%20avec%20bande%20F.mp4#posterUri=796ff8_1766acb924774b71b80f5a06cfc63dd1f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_d14b11f25a0f45fab6e83f46ba6ed32e~mv2.png/Capture%20d'%C3%A9cran%202024-02-06%20002605.png#originWidth=1909&originHeight=1002","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout, pieds parallèles largeur des épaules.</p></li>
  <li><p class=""font_8"">Elastique au-dessus des genoux.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre en poussant le fessier légèrement vers l’arrière et fléchir les genoux.</p></li>
  <li><p class=""font_8"">Les genoux peuvent avancer jusqu’à la pointe des pieds.</p></li>
  <li><p class=""font_8"">Amener les arrières cuisses parallèlement au sol.</p></li>
  <li><p class=""font_8"">Remonter sans bloquer les genoux.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Débutant"",""Intermédiaire""]","[""Squat""]","<p class=""font_8""><strong>3x12</strong> répétitions</p>","<p class=""font_8"">aucune</p>
<p class=""font_8""><br></p>","/videos/squat-avec-poids-du-corps-et-%C3%A9lastique",,"efa135f6-5d45-4828-9028-e3ca2b34009a",2024-02-05T10:00:29Z,2024-02-22T10:42:59Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
40,"Squat avec barre","wix:video://v1/bf2cdd_e25970ad2c0f48ef81c0029dc8fda884/40.%20Squat%20avec%20barre.mp4#posterUri=bf2cdd_e25970ad2c0f48ef81c0029dc8fda884f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_5012cb332188414f8443588b9f75c284~mv2.png/40.png#originWidth=2328&originHeight=1296","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout, pieds parallèles largeur des épaules.</p></li>
  <li><p class=""font_8"">Positionner la barre sur le haut du dos et non pas sur la nuque.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre en poussant le fessier légèrement vers l’arrière et fléchir les genoux.</p></li>
  <li><p class=""font_8"">Les genoux peuvent avancer jusqu’à la pointe des pieds.</p></li>
  <li><p class=""font_8"">Amener les arrières cuisses parallèlement au sol.</p></li>
  <li><p class=""font_8"">Remonter sans bloquer les genoux.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Squat""]","<p class=""font_8""><strong>3x15</strong> répétitions</p>","<p class=""font_8"">genoux</p>","/videos/squat-avec-barre",,"f05540d4-b2fe-4e3e-a3f6-f2c4569b6619",2024-02-12T15:34:22Z,2024-02-16T19:57:42Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
,,,,,,,,,,,,,,"f0c2decc-4132-42d0-9981-4491309a6647",2024-02-12T15:37:56Z,2024-02-12T16:37:33Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
43,"Squat + DV nuque","wix:video://v1/bf2cdd_c972630a60484ce2933702561831a886/43.%20Squat%20+%20Dv%20nuque%20(1).mp4#posterUri=bf2cdd_c972630a60484ce2933702561831a886f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_b4b2107bdc614a7fba1582ca89b12607~mv2.png/43.png#originWidth=2385&originHeight=1342","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout, pieds parallèles largeur des épaules.</p></li>
  <li><p class=""font_8"">Coudes fléchis et les haltères au niveau des épaules.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre en poussant le fessier légèrement vers l’arrière et fléchir les genoux.</p></li>
  <li><p class=""font_8"">Les genoux peuvent avancer jusqu’à la pointe des pieds.</p></li>
  <li><p class=""font_8"">Amener les arrières cuisses parallèlement au sol.</p></li>
  <li><p class=""font_8"">Remonter sans bloquer les genoux et tendre les deux bras légèrement vers l’avant.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Squat""]","<p class=""font_8""><strong>3x15</strong> répétitions</p>","<p class=""font_8"">genoux, épaule</p>","/videos/squat-%2B-dv-nuque",,"f0c7b4eb-762a-41f0-9fa8-6b347fd726c0",2024-02-25T12:41:24Z,2024-02-25T18:55:02Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
7,"Jumping jack avec band mains à la taille","wix:video://v1/bf2cdd_8bd493fb7d6c4fe5a4a66312e86533da/7.%20Jumping%20jack%20mian%20%C3%A0%20la%20taille%20(1).mp4#posterUri=bf2cdd_8bd493fb7d6c4fe5a4a66312e86533daf000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_0b4e265ca91d4cd5a0a4261a5b969af0~mv2.png/7.png#originWidth=1480&originHeight=749","680eff75-36d9-44e2-a89f-7df05427ba9d","<p class=""font_8"">Cuisse, fessier.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout, les pieds un peu plus large que les épaules.</p></li>
  <li><p class=""font_8"">Les mains à la taille et la courbe lombaire neutre.</p></li>
  <li><p class=""font_8"">L’élastique bande autour et au-dessus des genoux.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Sauter en ouvrant et en fermant les deux pieds tout en fléchissant légèrement les genoux.</p></li>
  <li><p class=""font_8"">Les mains à la taille.</p></li>
</ol>","[""Intermédiaire""]",,"<p class=""font_8""><strong>3x30 </strong>secondes</p>","<p class=""font_8"">genoux</p>
<p class=""font_8""><br></p>","/videos/jumping-jack-avec-band-mains-%C3%A0-la-taille",,"f1f1dccb-cc6d-4fd7-a15f-68d1647b59c2",2024-03-07T14:44:16Z,2024-03-07T15:23:11Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
7,"Triceps couché sur le banc + haltère","wix:video://v1/bf2cdd_ea5e627149f14bc09d3fae6d37a5f535/7.%20Triceps%20couch%C3%A9%20banc%20+%201%20halt%C3%A8re.mp4#posterUri=bf2cdd_ea5e627149f14bc09d3fae6d37a5f535f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_378eba41e4c541e5b1f30b12abcc8705~mv2.png/Triceps_7.png#originWidth=2274&originHeight=1317","80aca233-c8c6-4da5-88c7-70001ba70723","<p class=""font_8"">Triceps, épaules.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Couché sur le banc, les genoux fléchis et les pieds sur le banc.</p></li>
  <li><p class=""font_8"">Les bras tendus avec l’haltère à hauteur du haut de la poitrine.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre l’haltère derrière la tête en fléchissant les coudes.</p></li>
  <li><p class=""font_8"">Remonter l’haltère bras tendus sans bloquer, ni bouger les coudes.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Triceps""]","<p class=""font_8""><strong>3X15</strong> répétitions</p>","<p class=""font_8"">épicondylite</p>","/videos/triceps-couch%C3%A9-sur-le-banc-%2B-halt%C3%A8re",,"f29ab749-6bcb-4715-af8a-1741ace8af29",2024-02-13T08:48:02Z,2024-02-14T17:14:42Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
25,"Gainage oblique à genoux au sol","wix:video://v1/796ff8_445011675ec745a8a6fa950d906525bc/25.%20Gainage%20oblique%20au%20sol%20sur%20les%20genoux%20%20F.mp4#posterUri=796ff8_445011675ec745a8a6fa950d906525bcf000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_712b7c0e6e9a45d298b7213db8a91c64~mv2.png/Capture%20d'%C3%A9cran%202024-02-06%20000000.png#originWidth=1904&originHeight=990","61628dfe-73ca-4e31-9ee8-f74deca4b3f9","<p class=""font_8"">Obliques et épaules.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Couché sur le dos.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
  <li><p class=""font_8"">Tête décollée et bras tendus.</p></li>
  <li><p class=""font_8"">Genoux fléchis.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tendre les jambes l’une après l’autre entre 45° et 90° et les bras à hauteur des oreilles</p></li>
  <li><p class=""font_8"">(Option&nbsp;: tête au sol ou tête découlée en maintenant un point entre le menton et le buste)</p></li>
  <li><p class=""font_8"">Revenir en position départ.</p></li>
  <li><p class=""font_8"">Expirez à chaque extension de jambes.</p></li>
</ol>","[""Tout niveau""]","[""Gainage""]","<p class=""font_8""><strong>2x 30 à 60</strong> secondes</p>","<p class=""font_8"">douleur à l’épaule</p>","/videos/gainage-oblique-%C3%A0-genoux-au-sol",,"f359f98a-f922-4263-bced-8bcb0a14c087",2024-02-05T10:34:19Z,2024-02-22T10:44:29Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
,,,,,,,,,,,,,,"f38e0c3d-bd00-4b59-9ddf-8738c4ce0794",2024-02-08T09:35:46Z,2024-02-08T09:35:46Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
5,"Crunch au sol jambes tendues + ballon cheville","wix:video://v1/bf2cdd_2dd96a03af0b4c4cb99c6359554d310a/5.%20Crunch%20au%20sol%20jambes%20tendues%20+%20ballon%20cheville%20(1).mp4#posterUri=bf2cdd_2dd96a03af0b4c4cb99c6359554d310af000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_44b95bb2b62c4627a187918f432d7d0c~mv2.png/5.png#originWidth=2374&originHeight=1333","61628dfe-73ca-4e31-9ee8-f74deca4b3f9","<p class=""font_8"">Droit de l’abdomen.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Couché sur le dos.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
  <li><p class=""font_8"">Tête au sol avec les mains derrière.</p></li>
  <li><p class=""font_8"">Jambes tendues.</p></li>
  <li><p class=""font_8"">Ballon aux chevilles.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Relever le buste, en gardant l’espace d’un point entre le menton et le corps.</p></li>
  <li><p class=""font_8"">Expirez en faisant le mouvement Revenir sans poser la tête au sol.</p></li>
</ol>","[""Tout niveau""]","[""Crunch""]","<p class=""font_8""><strong>3x 15 à 20</strong> répétitions</p>","<p class=""font_8"">aucune</p>","/videos/crunch-au-sol-jambes-tendues-%2B-ballon-cheville",,"f3c3c09c-7fcd-4651-9728-76732ebc4926",2024-02-26T10:48:55Z,2024-02-26T19:24:04Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
,,,,,,,,,,,,,,"f3e2660c-4ee1-4557-960d-188c5dc9b860",2024-02-13T20:25:14Z,2024-02-13T20:50:22Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
31,"Rowing au sol position de squat + poulie basse et corde","wix:video://v1/796ff8_c782f7520f02461d95944e91ba7639c9/31.%20Rowing%20%20position%20de%20squat%20+%20poulie%20basse%20et%20corde.mp4#posterUri=796ff8_c782f7520f02461d95944e91ba7639c9f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_587a7c16ebd64ec99b7b4b46318faf1d~mv2.png/31.png#originWidth=2068&originHeight=1161","b046fccd-0996-438e-a013-1c0582cd4a60","<p class=""font_8"">Grand dorsal, biceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout, les genoux fléchis.</p></li>
  <li><p class=""font_8"">Bras tenus vers le bas.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tirer la corde entre le nombril et le sternum.</p></li>
  <li><p class=""font_8"">Revenir lentement sans bloquer les coudes.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Débutant"",""Intermédiaire""]","[""Rowing""]","<p class=""font_8""><strong>3X12</strong> répétitions</p>","<p class=""font_8"">douleur d’épaule et épicondylite</p>","/videos/rowing-au-sol-position-de-squat-%2B-poulie-basse-et-corde",,"f3e7327b-ec8e-415f-a5d7-755c53eae614",2024-02-05T09:19:57Z,2024-02-22T10:39:26Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
